statement,label
My card hasn't arrived in the mail yet. I ordered it two weeks ago. What can I do?,1
maximum how many days get the courier?,1
Is there a reason my new card hasn't arrived yet?,1
"I've been waiting a while for my card, is there a way to know when it will arrive?",1
How can I track my card's delivery?,1
Can I track the card that was just sent to me?,1
"If I ordered my new card last week, how much longer should I wait to receive it?",1
"What's go on, where is my new card?",1
Where is my new card if I haven't received it yet?,1
Where is my card?,1
Can you tell me why I haven't received my new card yet?,1
Is there a way to track my card?,1
Is there a way to track the new card you sent me?,1
I'm still waiting for my card.,1
What do I need to do to get my new card which I have requested 2 weeks ago?,1
WHAT IS THE SOLUTION OF THIS PROBLEM,1
Could I get tracking on the card?,1
Can you help me track my card?,1
Shouldn't my new card be here by now?,1
Is there a reason my new card hasn't arrived?,1
"I would like to track a card sent to me, how do I do that?",1
Is there a tracking number for the card?,1
can you share card tracking number?,1
"I have not received my card and it's been a week, what do I do?",1
Is there a way I can check on the card on route to me?,1
When will my new card arrive?,1
Why haven't I received my new card yet?,1
What is the expected delivery date of my card?,1
My card hasn't came in the mail yet?,1
I haven't received my card.,1
Is it possible for me to track the card is was mailed to me?,1
When will my new card be delivered?,1
I was issued a card about a week ago. why hasn't it come in yet?,1
Can you please tell me where my card is? I ordered it 2 weeks ago!,1
I still haven't received my card in the mail,1
I'm still waiting for my card that was issued a week ago. What should I do?,1
I still haven't gotten my new card.  When will it get here?,1
Do you have a tracking number for the card I was sent?,1
How do I track the card you sent to me?,1
Is my new bank card on the way and is there a way to track it?,1
Could you send me and up date on the arrival of my card?,1
How long does it take to recieve my new card?,1
My card has not come in the mail yet.,1
What's the card you sent me's tracking number?,1
i havent got my card,1
Why hasn't my card arrived yet?,1
I thought I would have received my new card at this point.,1
How long until my new card gets here?,1
How much longer until I get my new card?,1
Am I able to track a card that has already been sent?,1
Is it possible to track the card you sent me?,1
How long will it be to get this new card?,1
how can i track card you sent,1
Can the card was sen to me be tracked?,1
why have i not got my new card?,1
I need to track the card sent to me.,1
"It's been two weeks and I haven't gotten my card, what do I do?",1
I was expecting my new card by now.,1
Where is the tracking number for the card?,1
I was issued a new card a week ago but still haven't received it. How long will it be until I receive it?,1
Can I track the card that you sent me in the mail?,1
Can you tell me if I can track the card you sent me?,1
Why have I not gotten my new card?,1
I'm still waiting on my new card to be delivered!,1
My new card isn't here and it was issued a week ago.,1
"I was supposed to receive my new card by now, but it hasn't came in.",1
Is a tracking number available for the card that was just sent?,1
Why haven't I gotten my new card?,1
Was there a number to track that I could get?,1
How much longer is it going to take to get my new card?,1
I haven't gotten my credit card in the mail.,1
My card hasn't arrived yet. What do I do?,1
"My card still hasn't arrived after two weeks, now what?",1
My card appears to have never arrived?,1
My card never arrived.,1
My card has been found. Is there any way for me to put it back into the app?,1
I was able to find my card. How to I go about putting it into my app?,1
how do I get my card to show in the app?,1
I just got my card.  It's not linked yet--how do I do that?,1
"lost card found, want to put it back in app",1
"I just got a card, how can I add it to the app?",1
Is there any way to see my card in the app?,1
If I find a card I lost do I need to dispose of it? Or can I re-active the card and continue to use it?,1
I found my card. How can I put it into my app?,1
How do I make my card show up in the app?,1
Can you show me where to link the new card?,1
I found my old card. Can I link it back into the app?,1
"Show me how to link the new card,",1
How do I add an existing card to the app?,1
I finally got my card.  Now I want to link it.  Is that something you have to do or can I do that?,1
How do I link one of your card that I already have?,1
If I have a physical card can I link it?,1
I found my lost card in my jacket pocket this morning so I'd like to reactivate it please.,1
Can I add a card that I just found (again) to the app?,1
How can I make my card show up in the app?,1
"I would like to re-activate my card, it was previously reported  lost but I found it this morning.",1
"Okay, I found my card, can I put it back in the app?",1
Can I reactivate a card?,1
I would like to reactivate a card and wondered if that could be done?,1
"I got my card now, how do I make it show up in the app?",1
How do I link an existing card?,1
How do I link a new card in the app?,1
"The card I thought was lost was just in my jacket, so can I reactivate it since I found it this morning?",1
I already have a card and want to link it,1
Can you please reactivate my card?,1
Where do I go to add a new card?,1
I want my card I just received to show up in the app. How do I do that?,1
"I received my card, how do I get it to show in the app?",1
If I have a credit card with you how I get set up to link to it?,1
How do I add my new card?,1
"I want to reactivate my card, I thought I had lost it but found it again this morning.",1
"I need a card reactivation, I had reported my card lost but I ran across it in my jacket.",1
My card is no longer lost. How do I enter it back into the app?,1
"I want to reactivate my card, I thought I had lost it but found it again in my jacket.",1
"May I reactivate my card? I previously reported it lost, but have now found it safe and sound.",1
How do I reactivate a card I thought I lost?,1
Help me figure out how to link the new card.,1
I found my lost card. Am I still able to use it?,1
Will I need a new card or can I put my old card back into the app?,1
Is there a way to link the card i just got?,1
How do I add a new card?,1
"I want to reactivate my card, I found it after thinking it was lost.",1
Can I put my old card back in the app?,1
"I got a new card, how do I link it?",1
I found the card I thought I lost this morning. Can I reactivate this card?,1
How do i go about linking a new card?,1
how do i get the card linked,1
"I have one of your cards, but I don't know how to link it.",1
how do I link an old card?,1
I received my card. How do I link it to the app?,1
"Now that I have my card, how do I connect it to the app?",1
How do I add the card I just received to show up in the app?,1
"I want to reactivate my card, I thought I had lost it but I found it.",1
What do I need to do to link my new card for my account?,1
Can I add a card to back into the app?,1
I want to link my new card. Can you help?,1
What is the process to link the new card?,1
"I found my card, am I able to put it back into the app?",1
"I have found my lost or stolen card, would I still have to activate the new card that was sent to me through the mail in order to access my account?",1
Where can I link a new card?,1
How do I add a card on to the app?,1
"I found my card in my jacket this morning, so can I reactivate it?",1
"I've obtained the card, how do I enable it on the app?",1
I need to find the card I received in the app.,1
How do I get my card on the app?,1
"In the app, how can I make it show the new card that arrived?",1
How do I link my new card?,1
Can I activate a card in the app?,1
"I want to link to my card card with you, how?",1
I would like to link my card to my account.,1
"I thought I lost my card so I cancelled it, but recently I found it in my jacket and I would like to re-establish the card.",1
How can I link the new card?,1
I got a new card and can't find where to link it.,1
"Hey, I have my card, how do I get it to show in the app?",1
Where in the app do I go to make my new card show up?,1
Where do I scan my card?,1
Can I reactivate my card? I reported it lost and found it this morning in my jacket.,1
Can I link my card I previously received?,1
"I want to reactivate my card, I thought I had lost it but found it again in my jacket this morning.",1
"I'd lke my card reactivated, I was thinking it was misplaced but I discovered when I woke up that I had left it in my coat.",1
You sent me a card and now I want to link it.,1
How do I add my new card to the app?,1
Can I add a card back to the app?,1
What if I want to add a card I already have to the app?,1
"I recently reported my card as missing/lost, and I just found it. Can I still use it?",1
"Could I reactivate my card please, I couldn't find it but it turns out it was in my jacket pocket.",1
Is there a way to link cards if I have one of yours?,1
If my card was lost or stolen can I re-link it?,1
How do I link a new card to an existing one?,1
How do I link a new payment card?,1
I would like to reactivate my card that I previously reported lost. I located the card this morning.,1
"Card has been received, how will it show up on the app?",1
Can I re-link a lost card with the app?,1
What do I do to link my new card?,1
Is it possible to link a new card?,1
I deactivated my card but would like to reactivate it.,1
"I found my card that I thought I had lost, I need to reactive it, please help.",1
can I link a card of yours I already have?,1
Can I put my found card back into the app on my phone?,1
"My card arrived but I need to make it work in the app, how do I do that?",1
"I found the card that I thought I lost, and I would like to reactivate it.",1
I found my card again. Can I put it back into the app?,1
I need some help linking my new card.,1
help me link my card,1
How do I link my card in the app.,1
How do I get my card into the app?,1
I found my card! Can I link it back into the app?,1
How do I reactivate my card?,1
Where do I go to get my new card linked?,1
"I thought I lost my card but I found it today, so I would like to reactivate it.",1
How do I link the new card that I just got from you guys?,1
How can I add a new card?,1
Can you tell me how to get my card on the app?,1
Is it possible to reactivate the card I thought I lost but found this morning in my jacket?,1
How do I make my card appear on the app?,1
How do I link the new card?,1
Where in the app do I link a new card?,1
How do I add my card to the app once I get it?,1
Can I link your physical card,1
How do I activate and link my new card?,1
"I got a card, how do I get it in the app?",1
I received my new card.  Where is it in the app?,1
"I found my card, how can I use it again?",1
"I just received a new card, where do I go to link it to my account?",1
"found card, how to put it back in app",1
How do I see my card in the app?,1
"The card I thought I lost was in my jacket pocket this morning, so can I reactivate that?",1
I don't see my card anywhere in the app.,1
"I received my card, how do I get it to work in the app?",1
What do I do if I already had a card with you guys?,1
if i found a lost card can i put it back in app,1
I have a card that was deactivated can I reactivate it?,1
"My new card isn't in my app, how do I get it in there?",1
Help me access the card I already got so I can information from it.,1
What is my money worth in other countries?,1
Will my money be of equal value when I travel abroad?,1
Do you know the rate of exchange?,1
What foreign exchange rate will I get on weekdays and on the weekends?,1
What is the exchange looking like?,1
How is the exchange rate doing?,1
I would like to know how exchange rates are calculated when transferring funds.,1
I would like to know what exchange rates you use?,1
"If I need to cash foreign transfers, how does that work?",1
Do you know what your exchange rates are?,1
How do I know what exchange rate I will get?,1
What are you exchange rates?,1
Do you have the best exchange rate?,1
Where can I find your exchange rates?,1
Your exchange rates come from where?,1
I need to know what your exchange rates are.,1
What's the process for exchanges?,1
What do you think of the exchange rate?,1
How are exchange rates calculated at this bank?,1
What do you use to figure out the exchange rate for the card?,1
What's the foreign exchange rate I will receive?,1
I need to know what foreign exchange rate I can get.,1
What are the current exchange rates?,1
What exchange rate will I receive?,1
What is the basis of your exchange rates?,1
How's the exchange rate?,1
How do you determine your exchange rates?,1
How do the foreign exchange rates work?,1
Where are you getting your exchange rates from?,1
How is the exchange rate calculated?,1
I'm interested in what your exchange rates are based on.,1
How do you decide what the exchange rates are?,1
What is the current exchange rate?,1
What is the formula for your exchange rate?,1
What method do you use for the exchange rate?,1
What are Interbanks current exchange rates?,1
from where are coming your exchange rates?,1
How do you calculate exchange rates?,1
Why is your exchange rate different on different days?,1
Where can I find the exchange rate for my transfer?,1
Where can I get your exchange rates from?,1
How do you find the exchange rate?,1
How are exchange rates determined?,1
What value can I get for my currency?,1
Please explain your exchange rate policy.,1
What are your exchange rates calculated from?,1
What is an exchange rate?,1
What is your opinion on the exchange rate?,1
What are the exchange rates you assign?,1
How do you determine exchange rates?,1
How are your exchange rates calculated?,1
How is an exchange rate calculated?,1
"When exchanging, how much are the rates?",1
What is the exchange rate for EUR?,1
How can I find your exchange rates?,1
Could you please tell me your exchange rates?,1
Is there an exchange rate?,1
How does the exchange rate work?,1
What is the present state of the exchange rate?,1
How are foreign exchange rates determined?,1
How's the exchange rate looking right now?,1
Please explain the exchange rates.,1
What is the foreign exchange rate you will apply?,1
explain the interbank exchange rate,1
What will my exchange rate be?,1
how do you get exchange rates,1
What exchange rates do you use?,1
How will I know what the exchange rate is?,1
What factors effect the exchange rate?,1
Where does the exchange rate stand right now?,1
I'd like to know what the foreign exchange rate will be.,1
Does the exchange rate change?,1
How do your exchange rates factor in?,1
Will I know which exchange rate I will get?,1
How do I know what the exchange rate will be when I make an exchange.,1
Is the exchange rate the same on weekends as the weekdays?,1
How do you do exchanges?,1
On what do you base your exchange rates?,1
How do you come up with your exchange rate,1
What factors determine your exchange rate?,1
How are the exchange rates determined?,1
I would like to know what your exchange rates are.,1
Is the exchange rate current?,1
What are the exchange rates?,1
How much are the rates of exchange?,1
How do you decide what your exchange rates are?,1
Your exchange rates are coming from where?,1
Is there a specific source that the exchange rate for the transfer I'm planning on making is pulled from?,1
How are the exchange rates for transfers calculated?,1
How do I know how much money I will have when I travel abroad?,1
How do you do currency exchanges?,1
Can you explain your exchange rates basis?,1
How did you guys get your exchange rate?,1
Can you tell me your exchange rates?,1
Could you tell me what your exchange rates are?,1
Does this app have the same exchange rate as third parties?,1
what are your exchange rates at?,1
How is the current exchange rate?,1
What is the system for determining the exchange rate?,1
I am travelling and I was wondering what your exchange rates are,1
How can I tell what foreign exchange rate I will get?,1
Tell me your opinion on the exchange rate.,1
I'd like to know what you guys look at to decide an exchange rate,1
How does the exchange rate work on this app?,1
where do you find your exchange rates?,1
I want to know your exchange rates.,1
What exchange rate is it?,1
What is the source of your exchange rates?,1
i need to know about exchange rates,1
Where do you get those exchange rates?,1
How do you determine the exchange rate?,1
What foreign exchange rate will I get?,1
"Last Saturday, I was charged extra for the exchange rate on my payment. Is something wrong?",1
"Hi, I am disappointed to see such a bad exchange rate and hope you can assist me. Would you be able to confirm the official interbank exchange rate for me?",1
I think the currency exchange that's been applied is wrong.,1
The exchange rate I was charged for a purchase was not right.,1
Can you please explain why the exchange rate for the item I bought is wrong?,1
I think something went wrong with my exchange between Russian Ruble and UK pounds. I was overcharged during the swap.,1
My payment has an incorrect exchange rate.,1
my exchange rate looks wrong for my last payment,1
The exchange rate you are using is bad.This can't be the official interbank exchange rate.,1
I was charged the wing amount for an item.,1
the exchange rate on my payment was wrong,1
Why is the exchange rate terrible?  That can't be close to the actual interbank rate.,1
An incorrect exchange rate was applied to an item I bought.,1
The exchange rate was incorrect for an item I bought.,1
The exchange rate on my payment doesn't look right,1
"I just saw the exchange rate you use, but it's so bad that I can't believe that it's the official interbank exchange rate! Is this truly the official interbank exchange rate?",1
This exchange rate you use is awful! Please tell me this is a mistake and not the official interbank exchange rate!,1
After purchasing an item I noticed the exchange rate was incorrect.,1
The amount of exchange was not correct for the item i bought.,1
The exchange rate from my card payment isn't right.,1
My exchange rate isn't correct.,1
Why was the exchange rate so wrong when I bought something!,1
My exchange rate was wrong for an Item I bought!,1
I was using a foreign currecy to make a payment and the applied the wrong rate.,1
The exchange rate was incorrect for this item I bought.,1
I purchased something overseas and the incorrect exchange rate was applied.,1
The exchange rate is incorrect for my payment.,1
The item i bought exchanged rate was incorrect.,1
I'm on holiday and I noticed a different amount for exchange rate.  Can you explain?,1
I bought something in another country but the exchange rate is wrong,1
I bought an item and the exchange rate was wrong.,1
Exchange rate for my card payment is wrong,1
the exchange rate at which my card payment is at is wrong,1
There was a problem with the exchange rate on a purchase.,1
"I recently purchased something, and the exchange rate was wrong.",1
What if there is an error on the exchange rate?,1
Why is my exchange rate wrong?,1
Please check my payment from last Saturday as I feel I have been overcharged on the exchange rate.  Thank you.,1
I used foreign currency to buy something and I think the rate applied is incorrect.,1
This exchange rate on my purchase is wrong.,1
Why is your exchange rate so bad?,1
The exchange rate looks wrong on a holiday purchase,1
"I purchased something abroad, and the exchange rate that was applied was wrong.",1
I bought something and I take issue with the exchange rate applied.,1
I think there has been a mistake on my exchange rate for this purchase.,1
You did not give me the correct exchange rate for an item that I bought.,1
I checked on google and the exchange rate you are using is really bad. Can you update it?,1
"I seem to have been charged to much for my holiday purchases, the exchange rate is wrong.",1
"In regards to my card payment, the exchange rate is incorrect.",1
I bough an item and the exchange rate was incorrect.,1
Why did you charge me more for my purchase? It was a foreign currency and you didn't offer market rate,1
I question today's exchange rate for rubles into pounds. I was hoping for a better return.,1
I feel as though I have been over charged for the exchange rate on my payment on last Saturday.,1
My currency rate is inaccurate.,1
The currency exchange rate was wrong for a purchase I made.,1
I purchased something abroad and the incorrect exchange rate was applied.,1
Your exchange rate was off.  I was charged extra on my payment that I made last Saturday.,1
I was charged the wrong exchange rate on a purchase,1
Can you change the rate for the item I bought in a different currency as it is wrong?,1
The currency exchange for my purchase in foreign currency is incorrect.,1
I noticed the currency exchange rate was incorrect after paying for something in a foreign country.,1
My foreign currency exchange has been applied incorrectly.,1
Why isn't my purchase exchange rate correct?,1
I noticed that the exchange rate applied to a recent purchase I made abroad was incorrect.,1
"I purchased something while traveling, and the exchange rate applied was wrong.",1
Why is the exchange rate different on my recent purchase?,1
The fee charged when I changed rubles into British pounds was too much.,1
I wasn't charged the correct exchange rate for an item I purchased.,1
Does the fee for exchange change?,1
The rate applied to my purchase in a foreign currency was wrong.,1
"I bought something while traveling, and the exchange rate was wrong.",1
something is wrong with my exchange rate charge,1
Seems like the exchange rate for my payment last Saturday was wrong. I was charged extra.,1
It seems that something went wrong with my exchange. I changed Russian Ruble into UK pounds but have been charged entirely too much!,1
I bought an item then noticed the exchange rate was wrong.,1
The exchange rate applied is wrong for my international purchase.,1
My card payment had the wrong exchange rate,1
They used the wrong rate when I made a purchase with foreign currency.,1
Does the exchange rate change each day for purchases? There is a different rate on my purchase.,1
It seems that the rate I got is incorrect.,1
I exchanged Russian rubles for British pounds today and got less than I expected. Was exchange rate correct?,1
Was I charged more than I should of been for a currency exchange?,1
What do i do if the exchange rate was wrong for the item i bought overseas?,1
My client was converting their Russian ruble into UK pound currency when they noticed their bill was much too high for the exchange. What happened?,1
I have been overcharged. I just changed over Russian Ruble to UK pounds and it was too much. It seems something was wrong with my exchange.,1
What is your exchange rate between UK pounds and Russian rubles for my last transaction,1
I think there was an error in your exchange rate.,1
The exchange rate was not correct for the item I bought.,1
I noticed an extra charge on the purchase that I made last Saturday on my account. Can you see if I received the correct exchange rate?,1
My exchange seems to have something wrong with it. I changed over Russian Ruble to UK pounds and it appears I was charged way more than I was supposed to be.,1
The correct exchange rate wasn't given to me for an item I purchased.,1
"I bought something in another currency, but the exchange rate was incorrect.",1
the exchange rate is wrong from something I got in another country,1
"The exchange rate given to me after a purchase, was incorrect",1
My card payment has the wrong exchange rate,1
I have been charged way to much so something is apparently wrong with my exchange. I changed Russian Ruble into UK pounds.,1
Why is the exchange rate different from what I expected?,1
The exchange rate you are using is really bad.This can't be the official interbank exchange rate.,1
Please check the exchange rate for my payment last Saturday. I believe I have been overcharged.,1
Why was I charged extra on my last UK pound to Russian ruble exchange?,1
The wrong exchange rate was used when I purchased an item.,1
Why was the wrong rate applied when I bought something in a different currency?,1
I bought something abroad and the exchange rate applied is wrong,1
An item I bought had the wrong exchange rate applied.,1
I think the rate that was applied to my purchase using foreign currency is wrong. Help!,1
Why was my exchange rate a different amount than usual?,1
I want to change the wrong exchange rate.,1
I recently bought something abroad but the exchange rate is incorrect. Why?,1
"The exchange rate you're using is terrible - this can't be the official interbank exchange rate, can it?",1
I did not receive the correct amount for the exchange rate.,1
"I guess exchange rate for my payment was not correct, as i charged extra on the last saturday.",1
The exchange rate for my payment last Saturday must be wrong because I was charged extra.,1
Are you sure this is the interbank exchange rate? This rate is really bad.,1
The exchange rate you are using is really bad. This can't possibly be the official interbank exchange rate.,1
I believe you charged me too much to exchange my money,1
"I changed the currency, but why is it costing more?",1
Why was the exchange wrong for the item I purchased?,1
"I made an international purchase, but the exchange rate was wrong",1
My purchase used the wrong exchange rate,1
"I have been charged to much for the object I bought when abroad, the exchange rate seems to be wrong.",1
I made a purchase and was charged at the wrong foreign exchange rate.,1
I think that the exchange rate was wrong for the payment made last Saturday - I was charged extra.,1
Why is the exchange rate for my payment incorrect?,1
Your foreign exchange rate is wrong.,1
It looks like the exchange rates on my card payment are wrong,1
There's an error with the rate that is charged.,1
I bought an item at the wrong exchange rate.,1
I think the exchange rate on my card payment is incorrect.,1
I bought an item that I was charged a different exchange rate for.,1
I am not receiving the correct exchange rate on my card.,1
When I purchased a product in another country the currency exchange was incorrect.,1
The exchange rate used on your app is really bad. I'm considering closing my account because of it.,1
I think I was charged extra on my payment on last Saturday.  Maybe the exchange rate was wrong?  I'd like a refund.,1
I received the wrong exchange rate for an item i bought.,1
Are you ripping people off with the exchange rate?  It can't be that atrocious between banks.,1
I don't think the charges made when I had currency exchanged are right.,1
Why am I being charged the wrong currency exchange when I purchased something abroad?,1
The exchange rate for my card payment doesn't seem right.,1
"When I bought something abroad, the exchange rate was wrong.",1
I didn't receive the correct exchange rate for an item that I bought.,1
Why is the exchange rate on my card wrong?,1
I am being charged the wrong amount on my card.,1
The exchange rate is incorrect on an item I recently purchased in a foreign country.,1
The exchange rate is incorrect for something I bought,1
My payment had a wrong exchange rate.,1
The exchange rate for my electronic payment is incorrect.,1
Why was I charged a higher exchange rate when I bought something abroad?,1
Why didn't I receive the correct exchange rate for an item that I purchased?,1
Why is the exchange rate on my card payment different than I expected?,1
My rate of exchange was wrong.,1
I recently bought something in foreign currency and I am unsure of the exchange rate. Is this rate applied correctly?,1
I purchased something abroad but the exchange rate is incorrect.,1
A foreign purchase I made has the incorrect rate applied to it.,1
"When I was traveling abroad, the exchange rate was applied wrong.",1
There's an error in regards to the exchange rate for an item I bought.,1
"Last Saturday, I made a payment and the exchange rate was wrong.  I was charged too much.",1
The exchange rate is bad. Are you sure this is the exchange rate?,1
I purchased an item and the exchange rate was wrong,1
Exchange rate on a purchase was incorrect,1
"I'm going on a trip soon and I needed to convert my Russian ruble to UK pounds, but when I did, your company charged me above the exchange rate. Did you mess up my transaction?",1
I was charged extra. Was the exchange rate for my payment last Saturday wrong?,1
The exchange rate that was applied for an international purchase was wrong.,1
"Hello, I believe there has been a mistake made on the exchange rate for my card. Could you please check the official interbank exchange rate for me?",1
Why am I being charged more on exchange with things I bought abroad?,1
"I  have been charged more than I should for the presents I bought  when abroad, the problem seems to be the exchange rate.",1
I made a purchase but the exchange rate is wrong?,1
Why on earth is the exchange rate so bad?   Can I get a rate closer to the actual interbank rate?,1
Why is there an extra fee on my statement?,1
Why did they charge me an extra $1?,1
Why is there a 1 euro fee on my statement?,1
Why do I see an extra £1 charge on my statement?,1
I am inquiring about a $1 charge on my statement.,1
What is the $1 transaction on my account?,1
What is this extra pound charge for?,1
I was charged $1 in a transaction.,1
What is the reason for the extra fee on my statement?,1
There is a pending 1£ charge on my statement.  I haven't purchased anything for 1£.  Why is it on my statement?,1
Have have a small charge on my account from someone I purchased with but I'm not sure what it relates to.,1
"I have a strange transaction for £1 on my statement, what is that?",1
I have no idea why there is a dollar that has been charged to my account.,1
I have been charged a pound for something that appears on my statement,1
Why is there a $1 charge on my statement?,1
Where did this extra €1 fee on my statement come from?,1
Is there a reason why there is an extra £1 charge on my account?,1
Can you tell me what this fee is on my statement?,1
Why has another fee been placed on my statement?,1
There has been a charge pending on my account statement that I can't figue out it's for a dollar.,1
€1 was in my statement as an extra fee.,1
Why is there an extra charge on my statement.,1
"Hey, I got charged extra for some reason when I purchased an app. Is this a hidden fee or something? I don't think it's very cool.",1
I see a $1 charge in a transaction.,1
I had to pay a pound more than I anticipated!,1
There is a €1 extra fee in my statement,1
My statement contained a one pound extra fee,1
I checked my account today and saw that I was charged an extra pound that I did not spend.,1
What is the extra €1 on my statement for?,1
I see I was charged $1 for a transaction.,1
$1 charge in transaction.,1
"I just looked at my app and it seems I was charged extra, why is that?",1
Why is there an extra pound charge that is pending?,1
I was wrongfully charged one pound.,1
Why is there an extra fee charged?,1
"I just checked my statement and saw a $1 charge, why is it there?",1
There is an odd 1£ charge that appears as pending on my statement. What's the reason for that? I haven't purchased anything for a pound.,1
Why have I been charged an extra pound?,1
I think I may have been charged $1 extra on my app.  Could you provide some insight as to why this may have happened?,1
Why do I see an extra €1 charge on my statement?,1
Is the 1 pound charge I can see an error or an incorrect entry?,1
Why did I get a $1 extra fee on the statement?,1
Why was I charged $1 in a transaction?,1
why is there a service fee on my statement?,1
"My statement shows a 1£ purchase pending. I do not remember making this purchase, please let me know what this is about.",1
I am seeing and extra 1$ charged to my account and wanted to know about it.,1
Why did you charge me extra?,1
An extra pound was charged!,1
I got billed an extra pound!,1
Why do I see an extra fee on my statement?,1
"There must have been a mistake, why was I charged an extra pound?",1
"When I look at my statement there is an extra fee, that is for what?",1
There is an extra small charge on my card! What do I do?,1
"I looked at my statement, and there is a charge for 1£ that I don't recognize.  Why is it on there?",1
I got a €1 extra fee in my statement,1
What is the extra fee on my statement?,1
Why have I been charged an extra £1?,1
"In my statement, I got a €1 extra fee.",1
Why is there a charge for $1 on my account?,1
"On my statement, there is a strange 1£ charge that appears as pending. What's causing that? I haven't purchased anything that's just a pound.",1
what was the $1 fee i got,1
I see a charge of 1L I do not recognize on my statement,1
I was overcharged one extra pound!,1
I noticed an extra pound charge?,1
I have been charged an extra pound!,1
Why does my statement show a $1 charge on my account?,1
Why has my card been charged an extra pound?,1
Why does my statement have an extra fee?,1
There is a  €1 fee on my account I didn't authorize,1
I was made to pay an additional pound!,1
I was charged an extra pound for no reason. Why is that?,1
It appears I have a fee in my statement.,1
When did I get a $1 extra fee on my statement?,1
What is this fee debit on my account?,1
I was charged an extra dollar on my account and would like to know the reason.,1
What is this extra €1 fee about?,1
I was overcharged a pound.,1
Why do i have an extra fee on my statement?,1
What was the $1 charge for on my statement?,1
I had a dollar charged to my account that's still pending and wanted to know what the charge is for?,1
I was charged extra or a hidden fee when I purchased something from you. What's the deal? I didn't authorize that charge.,1
What am I being charged an extra pound when I haven't bought something worth that much?,1
why was i charged a small amount,1
Do you also have this extra fee on your statement?,1
Why did I get charged one pound seemingly randomly?,1
Why was I charged an extra pound?,1
I am being charged a pound out of nowhere. What is this?,1
A pending charge of 1L appears on my statement.  Please explain as I have not made a purchase for that amount,1
Why did you guys charge me an extra €1?,1
Why was I charged more than I should have been?,1
What is the fee on my statement for?,1
"Hello, there seems to be a billing mistake associated with my account.  My app was charged $1 more than it should have.  Could you please explain why this may have happened?",1
Why is there a pending hold on one pound on my statement?,1
I need some help figuring out what this strange payment is on my account. It's stays pending and won't go away.,1
What is this $1 charge on my account?,1
There is a 1£ charge that appears as pending on my statement. What is that? I haven't purchased anything for a pound there.,1
Why did a transaction I made charge me $1?,1
"There seems to be an additional charge of £1 on my statement, what is the reason for this?",1
I still have not received an answer as to why I was charged $1.00 in a transaction?,1
Why does my statement show an extra fee?,1
"There's an extra fee on my statement, why is that?",1
